"setNumber","setName","ageGroup","rating","themeGroup","theme","subtheme","pieces","minifigs","RRP","PPP","yearReleased","packaging","availability","instructions","setType"
"791902-1","Possessed Pizza Delivery Man",NA,"3.8","Action/Adventure","Hidden Side","Magazine Gift","3","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"791903-1","Parker",NA,NA,"Action/Adventure","Hidden Side","Magazine Gift","2","1 ",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"853865-1","TLM2 Accessory Set 2019","6+","3.6","Licensed","The LEGO Movie 2","Miscellaneous","48","4 (3 Unique to this set)","$12.99, 12.99€ |","27.1c, 27.1c","2019","Blister pack","LEGO exclusive",NA,"Extended"
"853866-1","Oni Battle Pack","6+","4.0","Action/Adventure","Ninjago","March of the Oni","36","3 (3 Unique to this set)","$12.99, 12.99€ |","36.1c, 36.1c","2019","Blister pack","LEGO exclusive",NA,"Extended"
"853867-1","Emmet Keyring",NA,NA,"Miscellaneous","Gear","Key Chains/The LEGO Movie 2",NA,NA,"$5.99, 4.86€ |",NA,"2019",NA,NA,NA,"Gear"
"853868-1","Lucy Keyring",NA,NA,"Miscellaneous","Gear","Key Chains/The LEGO Movie 2",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853869-1","Emmet's Construction Worker Vest",NA,NA,"Miscellaneous","Gear","Role-Play Toys",NA,NA,"$14.99, 14.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853870-1","Batarang",NA,NA,"Miscellaneous","Gear","Role-Play toys",NA,NA,"$7.99, 7.79€ |",NA,"2019",NA,NA,NA,"Gear"
"853871-1","Flail",NA,NA,"Miscellaneous","Gear","Role-Play toys",NA,NA,"$9.99",NA,"2019",NA,NA,NA,"Gear"
"853872-1","Emmet Mask",NA,NA,"Miscellaneous","Gear","Role-Play toys",NA,NA,"$9.99, 9.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853873-1","Lucy Hair",NA,NA,"Miscellaneous","Gear","Role-Play toys",NA,NA,"$4.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853874-1","Emmet Pod",NA,"3.9","Licensed","The LEGO Movie 2","Miscellaneous","27","1 ","$8.99, 8.99€ |","33.3c, 33.3c","2019","Blister pack",NA,NA,"Extended"
"853875-1","Sweet Mayhem's Disco Pod",NA,"3.5","Licensed","The LEGO Movie 2","Miscellaneous","28","1 (1 Unique to this set)","$8.99, 8.76€ |","32.1c, 31.3c","2019","Blister pack",NA,NA,"Extended"
"853876-1","TLM2 Tumbler with Straw",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$7.99, 7.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853877-1","TLM2 Hydration Bottle",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$12.99, 12.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853878-1","TLM2 Notebook",NA,NA,"Miscellaneous","Gear","Stationery",NA,NA,"$12.99, 12.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853879-1","Emmet Plush",NA,NA,"Miscellaneous","Gear","Plush",NA,NA,"$24.99, 24.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853880-1","Lucy Plush",NA,NA,"Miscellaneous","Gear","Plush",NA,NA,"$24.99, 24.36€ |",NA,"2019",NA,NA,NA,"Gear"
"853881-1","Friends Creative Bag Charms",NA,NA,"Miscellaneous","Gear","Bag Charms",NA,NA,"$6.99, 5.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853882-1","Stephanie Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/Friends",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853883-1","Olivia Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/Friends",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853886-1","Friends Phone Cover",NA,NA,"Miscellaneous","Gear","Phone cases",NA,NA,"24.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853889-1","Friends Tumbler with Straw",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$7.99, 7.79€ |",NA,"2019",NA,NA,NA,"Gear"
"853890-1","Cookie Cutters",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$9.99, 9.74€ |",NA,"2019","Blister pack","LEGO exclusive",NA,"Gear"
"853891-1","LEGO Friends Ceramic Mug",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$14.99, 14.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853892-1","LEGO Friends Hair Accessory Set",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$9.99, 9.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853893-1","Jay Keyring",NA,NA,"Miscellaneous","Gear","Key Chains/Ninjago",NA,NA,"$5.99, 4.86€ |",NA,"2019",NA,NA,NA,"Gear"
"853894-1","Nya Keyring",NA,NA,"Miscellaneous","Gear","Key Chains/Ninjago",NA,NA,"$5.99, 4.86€ |",NA,"2019",NA,NA,NA,"Gear"
"853899-1","Lloyd's Kendo Training Pod",NA,"4.2","Action/Adventure","Ninjago","Sons of Garmadon","25","1 ","$8.99, 8.99€ |","36.0c, 36.0c","2019",NA,NA,NA,"Extended"
"853900-1","4 4x4 Magnets",NA,NA,"Miscellaneous","Gear","Magnets/Bricks",NA,NA,"$7.99, 7.79€ |",NA,"2019",NA,NA,NA,"Gear"
"853901-1","NINJAGO Tumbler with Straw",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$7.99, 7.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853902-1","Creative Bag Charm","6+",NA,"Miscellaneous","Gear","Bag Charms",NA,NA,"$6.99, 5.99€ |",NA,"2019","Other","LEGO exclusive",NA,"Gear"
"853903-1","Brick Suit Guy Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/Miscellaneous",NA,NA,"$5.99, 4.86€ |",NA,"2019",NA,NA,NA,"Gear"
"853904-1","Cactus Boy Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/Miscellaneous",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853905-1","Elephant Girl Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/Miscellaneous",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853906-1","LEGO Greeting Card","6+",NA,"Miscellaneous","Seasonal","Birthday","40","1 (1 Unique to this set)","$4.99, 4.99€","12.5c, 12.5c","2019","Box","LEGO exclusive",NA,"Extended"
"853907-1","LEGO Toy Soldier Ornament","6+","4.0","Miscellaneous","Seasonal","Christmas","43",NA,"$7.99, 7.99€ |","18.6c, 18.6c","2019","Other","LEGO exclusive",NA,"Extended"
"853908-1","Drinking cup",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$7.99 |",NA,"2019",NA,NA,NA,"Gear"
"853910-1","LEGO® Minifigure Ceramic Mug",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$14.99, 14.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853911-1","LEGO Brick Ice Cube Tray",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$9.99, 9.74€ |",NA,"2019",NA,NA,NA,"Gear"
"853912-1","Ice Lollipop Tray",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$9.99 |",NA,"2019",NA,NA,NA,"Gear"
"853913-1","LEGO Key Hanger","7+",NA,"Miscellaneous","Gear","Housewares",NA,NA,"$9.99, 9.74€ |",NA,"2019","Box","LEGO exclusive",NA,"Gear"
"853914-1","London Bus Magnet",NA,NA,"Miscellaneous","Gear","Magnets/Miscellaneous",NA,NA,"$9.99, 9.99€ |",NA,"2019","Blister pack",NA,NA,"Gear"
"853915-1","4 4x4 Magnets",NA,"3.7","Miscellaneous","Gear","Magnets/Bricks",NA,NA,"$7.99, 7.79€ |",NA,"2019",NA,NA,NA,"Gear"
"853917-1","Creative Stationery Set",NA,NA,"Miscellaneous","Gear","Stationery",NA,NA,"$16.99, 16.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853918-1","City Firefighter Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/City",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853919-1","City Police Vest",NA,NA,"Miscellaneous","Gear","Role-play toys",NA,NA,"$14.99 |",NA,"2019",NA,NA,NA,"Gear"
"853920-1","LEGO DUPLO Tableware","2+",NA,"Miscellaneous","Gear","Housewares",NA,NA,"$14.99, 14.61€ |",NA,"2019","Box","LEGO exclusive",NA,"Gear"
"853921-1","Brick Stickers","6+","4.0","Miscellaneous","Xtra",NA,"17",NA,"$5.99, 5.99€ |","35.2c, 35.2c","2019","Other","LEGO exclusive",NA,"Extended"
"853922-1","Creative Rings",NA,NA,"Girls","Friends","Accessories","43",NA,"$8.99","20.9c","2019","Blister pack","LEGOLAND exclusive",NA,"Extended"
"853946-1","Stormtrooper Keyring",NA,NA,"Miscellaneous","Gear","Key Chains/Star Wars",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853947-1","Luke Skywalker Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/Star Wars",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853948-1","Princess Leia Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/Star Wars",NA,NA,"$4.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853949-1","Kylo Ren Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/Star Wars",NA,NA,"$5.99, 4.86€ |",NA,"2019",NA,NA,NA,"Gear"
"853950-1","Spider Man Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/Marvel Super Heroes",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853951-1","Batman Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/DC Comics Super Heroes",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853952-1","Superman Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/DC Comics Super Heroes",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853953-1","Batwoman Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/DC Comics Super Heroes",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853954-1","Ariel Keyring",NA,NA,"Miscellaneous","Gear","Key Chains/Disney",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853955-1","Aurora Keyring",NA,NA,"Miscellaneous","Gear","Key Chains/Disney",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853956-1","Creeper Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/Minecraft",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853958-1","Chicken Skater Pod","6+","4.0","Miscellaneous","Seasonal","Easter","36","1 (1 Unique to this set)","$6.99 |","19.4c","2019","Polybag","Promotional",NA,"Extended"
"853960-1","2x6 Key Chain",NA,NA,"Miscellaneous","Gear","Key Chains/Brick",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853963-1","TLM2 Stop Sign Shield",NA,NA,"Miscellaneous","Gear","Role-Play toys",NA,NA,"15.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853967-1","Wooden Minifigure",NA,"3.6","Miscellaneous","Originals",NA,"30",NA,"$119.99, 116.97€ |","400.0c, 389.9c","2019","Box","LEGO exclusive",NA,"Extended"
"853967-2","Wooden Minifigure, Colette Mon Amour Edition","12+",NA,"Miscellaneous","Originals",NA,"30",NA,"$119.99 |","400.0c","2019",NA,"LEGO exclusive",NA,"Extended"
"853968-1","Frozen 2 Elsa Keyring",NA,NA,"Miscellaneous","Gear","Key Chains/Disney",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853969-1","Frozen 2 Anna Keyring",NA,NA,"Miscellaneous","Gear","Key Chains/Disney",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"853970-1","Frozen 2 Olaf Keyring",NA,NA,"Miscellaneous","Gear","Key Chains/Disney",NA,NA,"$5.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"854067-1","Minifigure Factory Box",NA,NA,"Miscellaneous","Miscellaneous",NA,NA,NA,NA,NA,"2019","Box","LEGO exclusive",NA,"Extended"
"891945-1","Young Wu",NA,"4.3","Action/Adventure","Ninjago","Magazine Gift","5","1 ",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"891946-1","Jay",NA,"3.8","Action/Adventure","Ninjago","Magazine Gift","3","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"891947-1","Heavy Metal",NA,"4.0","Action/Adventure","Ninjago","Magazine Gift","6","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"891948-1","Iron Baron",NA,"4.4","Action/Adventure","Ninjago","Magazine Gift","2","1 ",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"891949-1","Lloyd",NA,"3.5","Action/Adventure","Ninjago","Magazine Gift","5","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"891950-1","Daddy No Legs",NA,"4.4","Action/Adventure","Ninjago","Magazine Gift","2","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"891951-1","Nya",NA,"3.5","Action/Adventure","Ninjago","Magazine Gift","4","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"891952-1","Blizzard Samurai",NA,"3.9","Action/Adventure","Ninjago","Magazine Gift","5","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"891953-1","Cole",NA,"3.7","Action/Adventure","Ninjago","Magazine Gift","14","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"891954-1","Pyro Whipper",NA,"4.1","Action/Adventure","Ninjago","Magazine Gift","8","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"891955-1","Kai",NA,"3.2","Action/Adventure","Ninjago","Magazine Gift","6","1 ",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"891956-1","Blizzard Samurai",NA,NA,"Action/Adventure","Ninjago","Magazine Gift","3","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"891957-1","Zane",NA,NA,"Action/Adventure","Ninjago","Magazine Gift","8","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"891958-1","Jay",NA,"3.8","Action/Adventure","Ninjago","Magazine Gift","5","1 ",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"911943-1","Luke Skywalker",NA,"4.0","Licensed","Star Wars","Magazine Gift","6","1 ",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"911944-1","Resistance Bomber",NA,"3.5","Licensed","Star Wars","Magazine Gift","37",NA,NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"911945-1","Slave I",NA,"3.7","Licensed","Star Wars","Magazine Gift","31",NA,NA,NA,"2019","Blister pack","Retail - limited",NA,"Other"
"911946-1","U-wing",NA,"3.5","Licensed","Star Wars","Magazine Gift","37",NA,NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"911947-1","IG-88",NA,"4.1","Licensed","Star Wars","Magazine Gift","11","1 ",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"911948-1","AT-M6",NA,"3.6","Licensed","Star Wars","Magazine Gift","52",NA,NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"911949-1","Millennium Falcon",NA,"3.8","Licensed","Star Wars","Magazine Gift","32",NA,NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"911950-1","B-wing",NA,"3.7","Licensed","Star Wars","Magazine Gift","52",NA,NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"911951-1","First Order Stormtrooper",NA,"3.9","Licensed","Star Wars","Magazine Gift","5","1 ",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"911952-1","Jedi Interceptor",NA,"3.7","Licensed","Star Wars","Magazine Gift","30",NA,NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"911953-1","First Order SF TIE Fighter",NA,"3.4","Licensed","Star Wars","Magazine Gift","32",NA,NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"911954-1","Kylo Ren's TIE Silencer",NA,"3.6","Licensed","Star Wars","Magazine Gift","33",NA,NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"951901-1","Police Officer and Jet",NA,"3.1","Modern day","City","Magazine Gift","22","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"951902-1","Fireman",NA,NA,"Modern day","City","Magazine Gift","9","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"951903-1","Lawnmower",NA,"4.0","Modern day","City","Magazine Gift","27","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"951904-1","Police Officer with Jetpack",NA,NA,"Modern day","City","Magazine Gift","10","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"951905-1","Gyrocopter",NA,"2.6","Modern day","City","Magazine Gift","29","1 ",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"951906-1","Diver",NA,"4.0","Modern day","City","Magazine Gift","16","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"951907-1","Police Buggy",NA,"3.5","Modern day","City","Magazine Gift","27","1 ",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"951908-1","Astronaut",NA,"4.1","Modern day","City","Magazine Gift","18","2 (2 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"951909-1","Pizza Delivery Biker",NA,"3.6","Modern day","City","Magazine Gift","10","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"951910-1","Traffic Cop",NA,NA,"Modern day","City","Magazine Gift","9","1 ",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"951911-1","Space Buggy",NA,"3.7","Modern day","City","Magazine Gift","17","1 ",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"951912-1","Lumberjack",NA,"4.0","Modern day","City","Magazine Gift","13","1 (1 Unique to this set)",NA,NA,"2019","Foil pack","Retail - limited",NA,"Other"
"2000455-1","FIRST LEGO League Jr. promotional set",NA,NA,"Educational","Education","FIRST LEGO League Jr.","18",NA,NA,NA,"2019","Polybag","Not sold","Yes","Normal"
"2000456-1","Spike Prime Marketing Kit",NA,NA,"Educational","Education","SPIKE Prime","150",NA,NA,NA,"2019","Polybag","Not sold","Yes","Normal"
"3850072-1","Butterfly",NA,NA,"Miscellaneous","Miscellaneous","Pick A Model",NA,NA,NA,NA,"2019","Blister pack","LEGO exclusive",NA,"Extended"
"4000034-1","LEGO System House",NA,NA,"Miscellaneous","Miscellaneous","LEGO Inside Tour Exclusive",NA,NA,NA,NA,"2019","Box","Not sold",NA,"Normal"
"4000036-1","LEGO Play Day polybag","6+",NA,"Miscellaneous","Miscellaneous","LEGO Internal","39","5 (5 Unique to this set)",NA,NA,"2019","Polybag","Not sold",NA,"Normal"
"4002019-1","Christmas X-wing","10+","4.5","Miscellaneous","Miscellaneous","Employee Gift","1038","3 (2 Unique to this set)",NA,NA,"2019","Box","Not sold",NA,"Normal"
"5005471-1","Yoda Minifigure Link Watch",NA,NA,"Miscellaneous","Gear","Watches/Clocks",NA,NA,"$24.99 |",NA,"2019",NA,NA,NA,"Gear"
"5005542-1","2x4 Red Luggage Tag",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,"$4.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005543-1","2x4 Blue Luggage Tag",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,"$4.99, 4.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005578-1","LEGO Pencils 6 pack",NA,NA,"Miscellaneous","Gear","Stationery",NA,NA,"3.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005584-1","Building a Dream - The Story of the LEGO House",NA,NA,"Miscellaneous","Books",NA,NA,NA,NA,NA,"2019",NA,NA,NA,"Book"
"5005614-1","Emma Buildable Watch",NA,NA,"Miscellaneous","Gear","Watches/Clocks",NA,NA,"$24.99 |",NA,"2019",NA,NA,NA,"Gear"
"5005618-1","Boy Luggage Tag",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,"$5.99 |",NA,"2019",NA,NA,NA,"Gear"
"5005630-1","Storage Bag",NA,NA,"Miscellaneous","Gear","Storage",NA,NA,"$24.99 |",NA,"2019",NA,NA,NA,"Gear"
"5005698-1","Emmet Alarm Clock",NA,NA,"Miscellaneous","Gear","Watches/Clocks",NA,NA,"$29.99, 29.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005699-1","Wyldstyle Alarm Clock",NA,NA,"Miscellaneous","Gear","Watches/Clocks",NA,NA,"$29.99, 29.23€ |",NA,"2019",NA,NA,NA,"Gear"
"5005700-1","Emmet Minifigure Link Watch",NA,NA,"Miscellaneous","Gear","Watches/Clocks",NA,NA,"$24.99, 24.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005701-1","Unikitty Buildable Watch with Figure Link",NA,NA,"Miscellaneous","Gear","Watches/Clocks",NA,NA,"$24.99, 24.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005703-1","Wyldstyle Minifigure Link Watch",NA,NA,"Miscellaneous","Gear","Watches/Clocks",NA,NA,"$24.99, 24.36€ |",NA,"2019",NA,NA,NA,"Gear"
"5005705-1","Hot Dog Guy Key Light",NA,NA,"Miscellaneous","Gear","Lights",NA,NA,"$12.99, 12.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005706-1","Banana Guy Key Light",NA,NA,"Miscellaneous","Gear","Lights",NA,NA,"$12.99, 12.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005733-1","Batman Luggage Tag",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$5.99, 7.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005734-1","Emmet Luggage Tag",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$5.99, 7.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005735-1","Sweet Mayhem Luggage Tag",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$5.99, 7.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005736-1","Unikitty Luggage Tag",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$5.99, 7.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005737-1","Unikitty Night Light",NA,NA,"Miscellaneous","Gear","Lights",NA,NA,"$34.99, 34.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005738-1","Sticker roll",NA,NA,"Licensed","The LEGO Movie 2",NA,NA,NA,"$3.99, 3.99€ |",NA,"2019",NA,NA,NA,"Extended"
"5005739-1","Batman Key Light",NA,NA,"Miscellaneous","Gear","Lights",NA,NA,"12.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005740-1","Emmet Key Light",NA,NA,"Miscellaneous","Gear","Lights",NA,NA,"12.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005741-1","Unikitty Key Light",NA,NA,"Miscellaneous","Gear","Lights",NA,NA,"12.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005761-1","Boy NiteLite",NA,NA,"Miscellaneous","Gear","Lights",NA,NA,"$24.99 |",NA,"2019",NA,NA,NA,"Gear"
"5005762-1","Girl NiteLite",NA,NA,"Miscellaneous","Gear","Lights",NA,NA,"$24.99 |",NA,"2019",NA,NA,NA,"Gear"
"5005763-1","Unikitty Torch",NA,NA,"Miscellaneous","Gear","Lights",NA,NA,"$19.99 |",NA,"2019",NA,NA,NA,"Gear"
"5005765-1","Bag Tag",NA,NA,"Miscellaneous","Gear","Miscellaneous",NA,NA,"$4.99 |",NA,"2019",NA,NA,NA,"Gear"
"5005770-1","Lunch Set Iconic Girl",NA,NA,"Miscellaneous","Gear","Housewares",NA,NA,"$11.99 |",NA,"2019",NA,NA,NA,"Gear"
"5005775-1","The LEGO Movie 2 Awesome Trading Cards","4+","3.4","Miscellaneous","Gear","Trading Cards",NA,NA,NA,NA,"2019","Foil pack","LEGO exclusive",NA,"Gear"
"5005777-1","The LEGO Movie 2 Awesome Collector Album",NA,"3.3","Miscellaneous","Gear","Trading Cards",NA,NA,NA,NA,"2019","Shrink-wrapped","LEGO exclusive",NA,"Gear"
"5005813-1","Holographic Brick Backpack",NA,NA,"Miscellaneous","Gear","Bags",NA,NA,"$80.00 |",NA,"2019",NA,NA,NA,"Gear"
"5005818-1","Boba Fett Bag Tag",NA,NA,"Miscellaneous","Gear","Miscellaneous",NA,NA,"$5.99, 7.79€ |",NA,"2019",NA,NA,NA,"Gear"
"5005819-1","Darth Vader Bag Tag",NA,NA,"Miscellaneous","Gear","Miscellaneous",NA,NA,"$5.99, 7.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005820-1","R2 D2 Bag Tag",NA,NA,"Miscellaneous","Gear","Miscellaneous",NA,NA,"$5.99, 7.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005821-1","Yoda Bag Tag",NA,NA,"Miscellaneous","Gear","Miscellaneous",NA,NA,"$5.99 |",NA,"2019",NA,NA,NA,"Gear"
"5005822-1","Ford Mustang / LEGO Key Chain",NA,"4.0","Miscellaneous","Gear","Key Chains",NA,NA,NA,NA,"2019","Tag","LEGO exclusive",NA,"Gear"
"5005823-1","20th Anniversary Darth Vader Brick Clock",NA,NA,"Miscellaneous","Gear","Watches/Clocks",NA,NA,"$29.99, 29.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005824-1","20th Anniversary Darth Vader Link Watch",NA,NA,"Miscellaneous","Gear","Watches/Clocks",NA,NA,"$24.99, 24.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005825-1","Stormtrooper Bag Tag",NA,NA,"Miscellaneous","Gear","Miscellaneous",NA,NA,"$5.99 |",NA,"2019",NA,NA,NA,"Gear"
"5005834-1","Emmet Clip",NA,NA,"Miscellaneous","Gear","Clip",NA,NA,"$5.99 |",NA,"2019",NA,"LEGO exclusive",NA,"Gear"
"5005836-1","Unikitty Clip",NA,NA,"Miscellaneous","Gear","Clip",NA,NA,"$5.99 |",NA,"2019",NA,"LEGO exclusive",NA,"Gear"
"5005838-1","LEGO Star Wars Notebook with Gel Pen",NA,NA,"Miscellaneous","Gear","Stationery",NA,NA,"17.99€ |",NA,"2019",NA,NA,NA,"Gear"
"5005842-1","Sweet Mayhem Clip",NA,NA,"Miscellaneous","Gear","Clip",NA,NA,"$5.99 |",NA,"2019",NA,"LEGO exclusive",NA,"Gear"
"5005843-1","Benny Clip",NA,NA,"Miscellaneous","Gear","Clip",NA,NA,"$5.99 |",NA,"2019",NA,"LEGO exclusive",NA,"Gear"
"5005844-1","Emmet Minifigure Plush",NA,NA,"Miscellaneous","Gear","Plush",NA,NA,"$19.99 |",NA,"2019",NA,NA,NA,"Gear"
"5005846-1","Unikitty Plush",NA,NA,"Miscellaneous","Gear","Plush",NA,NA,"$19.99 |",NA,"2019",NA,NA,NA,"Gear"
"5005876-1","Captain Marvel Black & White Art Print",NA,NA,"Miscellaneous","Gear","Posters",NA,NA,NA,NA,"2019","None (loose parts)","LEGO exclusive",NA,"Gear"
